        Received samples ch0    Received samples ch1  Expected samples ch0    Expected samples ch1      Delays
 322                       0                       1  False                   True                         nan
 323                       0                       1  False                   True                         nan
 324                       0                       1  False                   True                         nan
 325                       0                       1  False                   True                         nan
 326                       0                       1  False                   True                         nan
 327                       0                       1  False                   True                         nan
 328                       0                       1  False                   True                         nan
 329                       0                       1  False                   True                         nan
 330                       0                       1  False                   True                         nan
 331                       0                       1  False                   True                         nan
 332                       0                       1  False                   True                         nan
 333                       0                       1  False                   True                         nan
 334                       0                       1  False                   True                         nan
 335                       0                       1  False                   True                         nan
 336                       0                       1  False                   True                         nan
 337                       0                       1  False                   True                         nan
 338                       0                       1  False                   True                         nan
 339                       0                       1  False                   True                         nan
 340                       0                       1  False                   True                         nan
 341                       0                       1  False                   True                         nan
 342                       0                       1  False                   True                         nan
 343                       0                       1  False                   True                         nan
 344                       0                       1  False                   True                         nan
 345                       0                       1  False                   True                         nan
 346                       0                       1  False                   True                         nan
 347                       0                       1  False                   True                         nan
 348                       0                       1  False                   True                         nan
 349                       0                       1  False                   True                         nan
 350                       0                       1  False                   True                         nan
 351                       0                       1  False                   True                         nan
 352                       0                       1  False                   True                         nan
 353                       0                       0  False                   True                         nan
 354                       0                       0  False                   False                        nan
 355                       0                       0  False                   False                        nan
 356                       0                       0  False                   False                        nan
 357                       0                       0  False                   False                        nan
 358                       0                       0  False                   False                        nan
 359                       0                       0  False                   False                        nan
 360                       0                       0  False                   False                        nan
 361                       0                       0  False                   False                        nan
 362                       0                       0  False                   False                        nan
 363                       0                       0  False                   False                        nan
 364                       0                       0  False                   False                        nan
 365                       0                       0  False                   False                        nan
 366                       0                       0  False                   False                        nan
 367                       0                       0  False                   False                        nan
 368                       0                       0  False                   False                        nan
 369                       0                       0  False                   False                        nan
 370                       0                       0  False                   False                        nan
 371                       0                       0  False                   False                        nan
 372                       0                       0  False                   False                        nan
 373                       0                       0  False                   False                        nan
 374                       0                       0  False                   False                        nan
 375                       0                       0  False                   False                        nan
 376                       0                       0  False                   False                        nan
 377                       0                       0  False                   False                        nan
 378                       0                       0  False                   False                        nan
 379                       0                       0  False                   False                        nan
 380                       0                       0  False                   False                        nan
 381                       0                       0  False                   False                        nan
 382                       0                       0  False                   False                        nan
 383                       0                       0  False                   False                        nan
 384                       0                       0  False                   False                        nan
 385                       0                       0  False                   False                        nan
 386                       0                       0  False                   False                        nan
 387                       0                       0  False                   False                        nan
 388                       0                       0  False                   False                        nan
 389                       0                       0  False                   False                        nan
 390                       0                       0  False                   False                        nan
 391                       0                       0  False                   False                        nan
 392                       0                       0  False                   False                        nan
 393                       0                       0  False                   False                        nan
 394                       0                       0  False                   False                        nan
 395                       0                       0  False                   False                        nan
 396                       0                       0  False                   False                        nan
 397                       0                       0  False                   False                        nan
 398                       0                       0  False                   False                        nan
 399                       0                       0  False                   False                        nan
 400                       0                       0  False                   False                        nan
 401                       0                       0  False                   False                        nan
 402                       0                       0  False                   False                        nan
 403                       0                       0  False                   False                        nan
